X.PROBE_ID	UTR_TAG	ALN_BASIS	BWA_NUM_MISMATCHES	NUM_HITS	HIT	SNP_INFO	gene	uniq	Chr	Strand	P_start	P_end	Gene_symbol
ILMN_1732313	inclUTR	exome	3	1	chr12|+|53836498-53836517:53837174-53837204|995_NM_018457,PRR13|exonic;	NA	1	1	12	+	53836498	53837204	PRR13
ILMN_3199974	inclUTR	exome	3	1	chr1|+|153964118-153964152:153964540-153964554|1759_NM_001030,RPS27|exonic;	NA	1	1	1	+	153964118	153964554	RPS27
ILMN_3207233	inclUTR	exome	3	1	chr9|+|100745696-100745745|1353_NM_006401,ANP32B|exonic;	NA	1	1	9	+	100745696	100745745	ANP32B
ILMN_3284063	inclUTR	exome	3	2	chr8|+|42259407-42259456|907_NM_001135694,VDAC3|exonic;chr8|+|42259407-42259456|907_NM_005662,VDAC3|exonic;	NA	1	1	8	+	42259407	42259456	VDAC3
ILMN_3250427	inclUTR	exome	3	1	chr15|+|29078471-29078520|100_NR_037599,LOC646278|exonic;	NA	1	1	15	+	29078471	29078520	LOC646278
ILMN_3204898	inclUTR	exome	3	2	chr7|+|26251950-26251998|785_NM_016587,CBX3|exonic;chr7|+|26251950-26251998|785_NM_007276,CBX3|exonic;	NA	1	1	7	+	26251950	26251998	CBX3
ILMN_3241977	inclUTR	exome	3	1	chr17|-|73036240-73036258:73038275-73038306|1142_NM_006356,ATP5H|exonic;	NA	1	1	17	-	73036240	73038306	ATP5H
ILMN_3238001	inclUTR	exome	3	1	chr7|+|39832446-39832495|888_NR_026999,LINC00265|exonic;	NA	1	1	7	+	39832446	39832495	LINC00265
ILMN_1718890	inclUTR	exome	3	1	chr7|-|72338367-72338416|1136_NR_003666,SPDYE7P|exonic;	NA	1	1	7	-	72338367	72338416	SPDYE7P
ILMN_3243797	inclUTR	exome	3	1	chr4|-|120328785-120328834|1503_NR_037596,FLJ14186|exonic;	NA	1	1	4	-	120328785	120328834	FLJ14186
ILMN_1803136	inclUTR	exome	3	2	chr19|+|41302790-41302839|112_NM_016154,RAB4B|exonic;chr19|+|41302788-41302837|112_NR_037775,MIA-RAB4B|exonic;	MAF=0.0194346,Name=chr19_41302818;MAF=0.0194346,Name=chr19_41302818	1	1	19	+	41302788	41302839	RAB4B,MIA-RAB4B
ILMN_2086952	inclUTR	exome	3	3	chr20|+|39752685-39752732|110_NM_003286,TOP1|exonic;chr1|+|171309869-171309916|1891_NR_002719,TOP1P1|exonic;chr22|+|25161594-25161641|776_NR_001283,TOP1P2|exonic;	MAF=0.0671378,Name=chr22_25161635	1	0					
ILMN_3228595	inclUTR	exome	3	1	chr3|-|156260959-156261007|1777_NM_007107,SSR3|exonic;	NA	1	1	3	-	156260959	156261007	SSR3
ILMN_1699829	inclUTR	exome	3	1	chr6|-|132269506-132269554|1594_NM_001901,CTGF|exonic;chr6|-|132269508-132269556|1594_NM_001901,CTGF|exonic;	NA	1	1	6	-	132269506	132269556	CTGF
ILMN_3207454	inclUTR	exome	3	1	chr12|-|49224355-49224404|960_NM_004818,DDX23|exonic;	NA	1	1	12	-	49224355	49224404	DDX23
ILMN_3200661	inclUTR	exome	3	2	chr4|-|39459845-39459894|886_NM_001024921,RPL9|exonic;chr4|-|39459845-39459894|886_NM_000661,RPL9|exonic;	NA	1	1	4	-	39459845	39459894	RPL9
ILMN_3261747	inclUTR	exome	3	2	chr17|+|60598147-60598196|130_NM_006852,TLK2|exonic;chr17|+|60598147-60598196|130_NM_001112707,TLK2|exonic;	NA	1	1	17	+	60598147	60598196	TLK2
ILMN_1722492	inclUTR	exome	3	2	chr2|+|183964423-183964472|1988_NM_001142314,DUSP19|exonic;chr2|+|183964422-183964471|1988_NM_080876,DUSP19|exonic;	NA	1	1	2	+	183964422	183964472	DUSP19
ILMN_3248786	inclUTR	exome	3	3	chr1|-|144852025-144852074|211_NM_001198832,PDE4DIP|exonic;chr1|-|144852025-144852074|211_NM_001198834,PDE4DIP|exonic;chr1|-|144852025-144852074|211_NM_014644,PDE4DIP|exonic;	NA	1	1	1	-	144852025	144852074	PDE4DIP
ILMN_1733175	inclUTR	exome	3	1	chr7|-|6370645-6370691|633_NM_001037163,C7orf70|exonic;	NA	1	1	7	-	6370645	6370691	C7orf70
ILMN_3181333	inclUTR	exome	3	1	chr21|+|35751814-35751815:35757775-35757823|857_NM_058182,FAM165B|exonic;	NA	1	1	21	+	35751814	35757823	FAM165B
ILMN_1764037	inclUTR	exome	3	21	chr4|+|191012463-191012512|2042_NM_001164467,DUX4L3|exonic;chr4|+|191012463-191012512|2042_NM_033178,DUX4|exonic;chr4|+|191012463-191012512|2042_NM_001127389,DUX4L5|exonic;chr4|+|191012463-191012512|2042_NM_001177376,DUX4L4|exonic;chr4|+|191012463-191012512|2042_NM_001127388,DUX4L6|exonic;chr4|+|190995983-190996032|2042_NM_001127386,DUX4L2|exonic;chr4|+|191012463-191012512|2042_NM_012147,DUX2|exonic;chrUn_gl000228|+|73236-73285|585_NM_033178,DUX4|exonic;chrUn_gl000228|+|102990-103039|585_NM_001127389,DUX4L5|exonic;chrUn_gl000228|+|102990-103039|585_NM_001127388,DUX4L6|exonic;chrUn_gl000228|+|102990-103039|585_NM_001164467,DUX4L3|exonic;chrUn_gl000228|+|73236-73285|585_NM_001127386,DUX4L2|exonic;chrUn_gl000228|+|76542-76591|585_NM_012147,DUX2|exonic;chrUn_gl000228|+|112908-112957|585_NR_038191,DUX4|exonic;chr10|+|135494186-135494235|1618_NM_012147,DUX2|exonic;chr10|+|135484268-135484317|1618_NM_033178,DUX4|exonic;chr10|+|135490876-135490925|1618_NM_001127389,DUX4L5|exonic;chr10|+|135490876-135490925|1618_NM_001127388,DUX4L6|exonic;chr10|+|135490876-135490925|1618_NM_001164467,DUX4L3|exonic;chr10|+|135480958-135481007|1618_NM_001127386,DUX4L2|exonic;chr10|+|135484268-135484317|1618_NM_001127387,DUX4L7|exonic;	NA	1	0					
ILMN_3305447	inclUTR	exome	3	1	chr1|-|33099671-33099673:33100368-33100393:33116033-33116055|837_NM_178547,ZBTB8OS|exonic;	NA	1	1	1	-	33099671	33100393	ZBTB8OS
ILMN_1669715	inclUTR	exome	3	2	chr16|+|5132629-5132674:5133682-5133686|624_NM_019109,ALG1|exonic;chr3|+|129814966-129815006:129816017-129816026|1575_NM_001136152,ALG1L2|exonic;	MAF=0.487633,Name=chr16_5132636	1	0					
ILMN_1701770	inclUTR	exome	3	2	chr4|-|103853322-103853371|21_NM_001100874,SLC9B1|exonic;chr4|-|103853322-103853371|172_NM_139173,SLC9B1|exonic;	NA	1	1	4	-	103853322	103853371	SLC9B1
ILMN_3237895	inclUTR	exome	3	1	chr7|-|56943337-56943378:56945064-56945071|1019_NR_038450,LOC100130849|exonic;	NA	1	1	7	-	56943337	56945071	LOC100130849
ILMN_3235571	inclUTR	exome	3	2	chr4|-|103832625-103832674|172_NM_139173,SLC9B1|exonic;chr4|-|103832625-103832674|21_NM_001100874,SLC9B1|exonic;	NA	1	1	4	-	103832625	103832674	SLC9B1
ILMN_1760842	inclUTR	exome	3	8	chr1|-|3654138-3654187|612_NR_033712,TP73-AS1|exonic;chr1|-|114422963-114423012|182_NM_001010922,BCL2L15|exonic;chr3|-|126174555-126174604|1547_NM_001040653,ZXDC|exonic;chr6|-|47868605-47868654|118_NM_207499,C6orf138|exonic;chr1|-|3654138-3654187|612_NR_033709,TP73-AS1|exonic;chr1|-|3654138-3654187|612_NR_033711,TP73-AS1|exonic;chr1|-|3654138-3654187|612_NR_033710,TP73-AS1|exonic;chr1|-|3654138-3654187|612_NR_033708,TP73-AS1|exonic;	MAF=0.759717,Name=chr1_114422976;MAF=0.741135,Name=chr6_47868617	1	0					
ILMN_3244982	inclUTR	exome	3	1	chr8|-|7141996-7142045|639_NR_027000,LOC349196|exonic;	NA	1	1	8	-	7141996	7142045	LOC349196
ILMN_3205395	inclUTR	exome	3	1	chr7|+|26225933-26225982|12_NM_004289,NFE2L3|exonic;	NA	1	1	7	+	26225933	26225982	NFE2L3
ILMN_1652230	inclUTR	exome	3	2	chr14|-|50052753-50052767:50053002-50053037|966_NM_001032,RPS29|exonic;chr14|-|50052753-50052767:50053002-50053037|966_NM_001030001,RPS29|exonic;	NA	1	1	14	-	50052753	50053037	RPS29
ILMN_3267674	inclUTR	exome	3	1	chr5|+|31193813-31193860|102_NM_004932,CDH6|exonic;	NA	1	1	5	+	31193813	31193860	CDH6
ILMN_1679470	inclUTR	exome	3	1	chr2|+|3623211-3623260|612_NM_001011,RPS7|exonic;	NA	1	1	2	+	3623211	3623260	RPS7
ILMN_1750299	inclUTR	exome	3	1	chr6|+|26522071-26522120|787_NR_026790,HCG11|exonic;	NA	1	1	6	+	26522071	26522120	HCG11
ILMN_1664215	inclUTR	exome	3	2	chr2|+|65473817-65473866|1084_NM_001005386,ACTR2|exonic;chr2|+|65473818-65473867|1084_NM_005722,ACTR2|exonic;	NA	1	1	2	+	65473817	65473867	ACTR2
ILMN_3239895	inclUTR	exome	3	2	chr14|-|71051303-71051353|1127_NM_005466,MED6|exonic;chr19|-|37008942-37008992|867_NM_001012756,ZNF260|exonic;	NA	1	0					
ILMN_1666220	inclUTR	exome	3	1	chr11|+|100847561-100847613|2_NM_152432,ARHGAP42|exonic;	NA	1	1	11	+	100847561	100847613	ARHGAP42
ILMN_2402106	inclUTR	exome	3	2	chr19_gl000209_random|+|75826-75867:79037-79045|585_NM_001083539,KIR3DS1|exonic;chr19|+|55333272-55333313:55336482-55336490|1007_NM_013289,KIR3DL1|exonic;	NA	1	1	19	+	55333272	55336490	KIR3DL1
ILMN_3211906	inclUTR	exome	3	3	chr2|+|207025430-207025434:207026069-207026114|2164_NM_001037663,EEF1B2|exonic;chr2|+|207025431-207025434:207026069-207026115|2164_NM_001959,EEF1B2|exonic;chr2|+|207025430-207025434:207026069-207026114|2164_NM_021121,EEF1B2|exonic;	NA	1	1	2	+	207025430	207026115	EEF1B2
ILMN_3278132	inclUTR	exome	3	2	chr13|+|27828415-27828418:27829378-27829424|797_NR_026911,RPL21P28|exonic;chr13|+|27828415-27828418:27829378-27829424|797_NM_000982,RPL21|exonic;	NA	1	1	13	+	27828415	27829424	RPL21P28,RPL21
ILMN_3187612	inclUTR	exome	3	2	chr17|+|41370522-41370571|900_NM_145041,TMEM106A|exonic;chr2|-|201843317-201843366|265_NM_173822,FAM126B|exonic;	NA	1	0					
ILMN_3289963	inclUTR	exome	3	1	chr7|+|39745821-39745870|110_NM_005402,RALA|exonic;	NA	1	1	7	+	39745821	39745870	RALA
ILMN_3211365	inclUTR	exome	3	1	chr8|+|73942622-73942630:73944276-73944317|143_NM_017489,TERF1|exonic;	NA	1	1	8	+	73942622	73944317	TERF1
ILMN_3241051	inclUTR	exome	3	3	chr3|-|12877586-12877634|683_NM_001007073,RPL32|exonic;chr3|-|12877586-12877634|683_NM_000994,RPL32|exonic;chr3|-|12877586-12877634|683_NM_001007074,RPL32|exonic;	NA	1	1	3	-	12877586	12877634	RPL32
ILMN_3296610	inclUTR	exome	3	1	chr11|-|49080603-49080652|959_NM_001206631,TRIM64C|exonic;	MAF=0.496466,Name=chr11_49080616	1	1	11	-	49080603	49080652	TRIM64C
ILMN_1710314	inclUTR	exome	3	4	chr17|+|39406413-39406462|885_NM_033191,KRTAP9-4|exonic;chr17|+|39412123-39412172|885_NM_030975,KRTAP9-9|exonic;chr17|+|39394759-39394808|885_NM_031963,KRTAP9-8|exonic;chr17|+|39383407-39383456|885_NM_031961,KRTAP9-2|exonic;	MAF=0.591873,Name=chr17_39406447;MAF=0.722615,Name=chr17_39394787	1	0					
ILMN_3196109	inclUTR	exome	3	1	chr13|-|25017812-25017861|96_NM_006437,PARP4|exonic;	NA	1	1	13	-	25017812	25017861	PARP4
ILMN_3221156	inclUTR	exome	3	4	chr1|-|16910184-16910191:16911983-16912025|89_NM_017940,NBPF1|exonic;chr1|+|144615247-144615296|26_NM_001037675,NBPF9|exonic;chr1|+|144621595-144621644|26_NM_001037675,NBPF9|exonic;chr1|-|146055438-146055447:146057274-146057314|1699_NM_183372,NBPF11|exonic;chr1|-|146054505-146054513:146057274-146057315|1699_NM_001101663,NBPF24|exonic;chr1|-|16903912-16903914:16905687-16905734|89_NM_017940,NBPF1|exonic;chr1|-|16916484-16916496:16918341-16918378|89_NM_017940,NBPF1|exonic;	MAF=0.567138,Name=chr1_16903912	1	0					
ILMN_3256742	inclUTR	exome	3	2	chr14|-|50052737-50052767:50053002-50053021|966_NM_001030001,RPS29|exonic;chr14|-|50052737-50052767:50053002-50053021|966_NM_001032,RPS29|exonic;	NA	1	1	14	-	50052737	50053021	RPS29
ILMN_3183139	inclUTR	exome	3	1	chr7|+|39833921-39833970|888_NR_026999,LINC00265|exonic;	NA	1	1	7	+	39833921	39833970	LINC00265
ILMN_1656292	inclUTR	exome	3	2	chr13|+|27830600-27830649|797_NM_000982,RPL21|exonic;chr13|+|27830600-27830649|797_NR_026911,RPL21P28|exonic;	NA	1	1	13	+	27830600	27830649	RPL21,RPL21P28
ILMN_1774088	inclUTR	exome	3	1	chr17|-|39739554-39739603|888_NM_000526,KRT14|exonic;	NA	1	1	17	-	39739554	39739603	KRT14
ILMN_2072598	inclUTR	exome	3	7	chr5|+|180754792-180754841|1964_NR_028325,LOC100132062|exonic;chr5|+|180754791-180754840|1964_NR_028327,LOC100133331|exonic;chr5|+|180754792-180754841|1964_NR_028322,LOC100132287|exonic;chr1|+|328176-328225|587_NR_028327,LOC100133331|exonic;chr1|+|328177-328226|587_NR_028322,LOC100132287|exonic;chr1|+|328177-328226|587_NR_028325,LOC100132062|exonic;chr1|-|661492-661540|590_NR_028327,LOC100133331|exonic;	NA	1	0					
ILMN_3211463	inclUTR	exome	3	2	chr12|+|54678764-54678813|1002_NM_002136,HNRNPA1|exonic;chr12|+|54678763-54678812|1002_NM_031157,HNRNPA1|exonic;	NA	1	1	12	+	54678763	54678813	HNRNPA1
ILMN_3225886	inclUTR	exome	3	4	chr11|-|89059600-89059649|19_NM_001143836,NOX4|exonic;chr11|-|89059600-89059649|19_NR_026571,NOX4|exonic;chr11|-|89059600-89059649|19_NM_016931,NOX4|exonic;chr11|-|89059600-89059649|19_NM_001143837,NOX4|exonic;	NA	1	1	11	-	89059600	89059649	NOX4
ILMN_3213750	inclUTR	exome	3	1	chr7|-|132470089-132470138|199_NM_017812,CHCHD3|exonic;	NA	1	1	7	-	132470089	132470138	CHCHD3
ILMN_2194852	inclUTR	exome	3	6	chr7|+|102088923-102088971|1363_NM_032831,ORAI2|exonic;chr7|+|102088922-102088970|1363_NM_001126340,ORAI2|exonic;chr10|-|75880475-75880523|145_NM_012095,AP3M1|exonic;chr10|-|75880475-75880523|145_NM_207012,AP3M1|exonic;chr2|-|85776683-85776731|1239_NM_000821,GGCX|exonic;chr2|-|85776683-85776731|1239_NM_001142269,GGCX|exonic;	MAF=0.0123675,Name=chr10_75880492;MAF=0.0123675,Name=chr10_75880492	1	0					
ILMN_2150095	inclUTR	exome	3	3	chr16|-|55862701-55862750|1011_NM_001266,CES1|exonic;chr16|-|55862701-55862750|1011_NM_001025194,CES1|exonic;chr16|-|55862701-55862750|1011_NM_001025195,CES1|exonic;	MAF=0.340989,Name=chr16_55862717,chr16_55862720;MAF=0.340989,Name=chr16_55862717,chr16_55862720;MAF=0.340989,Name=chr16_55862717,chr16_55862720	1	1	16	-	55862701	55862750	CES1
ILMN_3234615	inclUTR	exome	3	3	chr4|-|38629676-38629723:38632120-38632122|109_NR_026804,FLJ13197|exonic;chr20|+|24200267-24200316|769_NR_040102,FLJ33581|exonic;chr12|+|56393171-56393220|1015_NM_000456,SUOX|exonic;	NA	1	0					
ILMN_3227604	inclUTR	exome	3	3	chr5|+|170818742-170818791|1888_NM_199185,NPM1|exonic;chr5|+|170818742-170818791|1888_NM_002520,NPM1|exonic;chr5|+|170818742-170818791|1888_NM_001037738,NPM1|exonic;	NA	1	1	5	+	170818742	170818791	NPM1
ILMN_3294556	inclUTR	exome	3	1	chr8|-|25287089-25287137|97_NM_017634,KCTD9|exonic;	NA	1	1	8	-	25287089	25287137	KCTD9
ILMN_3304555	inclUTR	exome	3	1	chr7|-|56172088-56172137|1013_NM_016139,CHCHD2|exonic;	NA	1	1	7	-	56172088	56172137	CHCHD2
ILMN_3290800	inclUTR	exome	3	1	chr11|+|111965714-111965764|1439_NM_003002,SDHD|exonic;	NA	1	1	11	+	111965714	111965764	SDHD
ILMN_1680773	inclUTR	exome	3	1	chr17|+|5032353-5032402|623_NM_004505,USP6|exonic;	NA	1	1	17	+	5032353	5032402	USP6
ILMN_3203006	inclUTR	exome	3	1	chr2|+|170663327-170663376|235_NM_003142,SSB|exonic;	NA	1	1	2	+	170663327	170663376	SSB
ILMN_3183475	inclUTR	exome	3	9	chr4|-|103717486-103717535|1376_NM_181886,UBE2D3|exonic;chr4|-|103717486-103717535|1376_NM_181892,UBE2D3|exonic;chr4|-|103717486-103717535|1376_NM_181891,UBE2D3|exonic;chr4|-|103717486-103717535|1376_NM_003340,UBE2D3|exonic;chr4|-|103717486-103717535|1376_NM_181888,UBE2D3|exonic;chr4|-|103717486-103717535|1376_NM_181887,UBE2D3|exonic;chr4|-|103717486-103717535|1376_NM_181889,UBE2D3|exonic;chr4|-|103717486-103717535|1376_NM_181890,UBE2D3|exonic;chr4|-|103717486-103717535|1376_NM_181893,UBE2D3|exonic;	NA	1	1	4	-	103717486	103717535	UBE2D3
ILMN_2129202	inclUTR	exome	3	2	chr9|-|21206329-21206375|746_NM_002171,IFNA10|exonic;chr9|-|21216537-21216583|746_NM_002173,IFNA16|exonic;	NA	1	0					
ILMN_3257361	inclUTR	exome	3	8	chrUn_gl000222|-|87093-87141|585_NR_037925,FLJ20518|exonic;chr3|+|75715648-75715697|1162_NM_001124759,FRG2C|exonic;chr3|+|75715648-75715697|1162_NR_037925,FLJ20518|exonic;chrUn_gl000222|-|87093-87141|585_NM_001124759,FRG2C|exonic;chr4|-|190946187-190946235|2041_NM_001005217,FRG2|exonic;chr4|-|190946187-190946235|2041_NM_001199232,LOC100288255|exonic;chrUn_gl000228|-|30003-30051|585_NM_001005217,FRG2|exonic;chrUn_gl000228|-|30003-30051|585_NM_001199232,LOC100288255|exonic;	NA	1	0					
ILMN_3302456	inclUTR	exome	3	2	chr3|+|39448231-39448255:39449111-39449136|110_NM_002295,RPSA|exonic;chr19|+|24009903-24009952|95_NR_003662,RPSAP58|exonic;	NA	1	0					
ILMN_3243887	inclUTR	exome	3	1	chr7|+|128296013-128296063|1563_NR_024368,FLJ45340|exonic;	MAF=0.740283,Name=chr7_128296052	1	1	7	+	128296013	128296063	FLJ45340
ILMN_3186503	inclUTR	exome	3	1	chr19|+|24310217-24310266|770_NM_203282,ZNF254|exonic;	NA	1	1	19	+	24310217	24310266	ZNF254
ILMN_3287125	inclUTR	exome	3	2	chr11|+|89583910-89583959|1268_NR_028346,TRIM53P|exonic;chr11|-|89726882-89726931|1269_NR_028346,TRIM53P|exonic;	NA	1	0					
ILMN_3266482	inclUTR	exome	3	2	chr12|-|112843059-112843106|1445_NM_001024662,RPL6|exonic;chr12|-|112843059-112843106|1445_NM_000970,RPL6|exonic;	NA	1	1	12	-	112843059	112843106	RPL6
ILMN_1661904	inclUTR	exome	3	1	chr11|+|49053508-49053556|959_NM_001206626,LOC283116|exonic;	NA	1	1	11	+	49053508	49053556	LOC283116
ILMN_1660151	inclUTR	exome	3	1	chrX|+|47976512-47976529:47978915-47978947|118_NR_028366,SSX6|exonic;	NA	1	1	X	+	47976512	47978947	SSX6
ILMN_1694136	inclUTR	exome	3	1	chr17|+|5393283-5393332|626_NM_024039,MIS12|exonic;	NA	1	1	17	+	5393283	5393332	MIS12
ILMN_3260070	inclUTR	exome	3	1	chr12|+|131357455-131357465:131357547-131357586|1587_NM_006325,RAN|exonic;	NA	1	1	12	+	131357455	131357586	RAN
ILMN_3218193	inclUTR	exome	3	1	chr7|+|128295227-128295276|1563_NR_024368,FLJ45340|exonic;	NA	1	1	7	+	128295227	128295276	FLJ45340
ILMN_2297315	inclUTR	exome	3	1	chr17|-|15492020-15492066|703_NM_006382,CDRT1|exonic;	NA	1	1	17	-	15492020	15492066	CDRT1
ILMN_3217625	inclUTR	exome	3	1	chr5|-|114557686-114557705:114566672-114566702|182_NM_005023,PGGT1B|exonic;	NA	1	1	5	-	114557686	114566702	PGGT1B
ILMN_3294146	inclUTR	exome	3	1	chr5|-|114547362-114547411|182_NM_005023,PGGT1B|exonic;	NA	1	1	5	-	114547362	114547411	PGGT1B
ILMN_3202591	inclUTR	exome	3	1	chr19|+|48255833-48255864:48257783-48257801|953_NM_015710,GLTSCR2|exonic;	NA	1	1	19	+	48255833	48257801	GLTSCR2
ILMN_1679587	inclUTR	exome	3	4	chrX|+|100646539-100646552:100646742-100646778|2_NM_001199973,RPL36A-HNRNPH2|exonic;chrX|+|100646539-100646552:100646742-100646778|1352_NM_001199972,RPL36A|exonic;chrX|+|100646539-100646552:100646742-100646778|2_NM_001199974,RPL36A-HNRNPH2|exonic;chrX|+|100646539-100646552:100646742-100646778|1352_NM_021029,RPL36A|exonic;	NA	1	1	X	+	100646539	100646778	RPL36A-HNRNPH2,RPL36A
ILMN_3267085	inclUTR	exome	3	1	chr15|-|52840631-52840680|988_NM_006628,ARPP19|exonic;	NA	1	1	15	-	52840631	52840680	ARPP19
ILMN_3298037	inclUTR	exome	3	1	chr19|+|8386415-8386453:8386539-8386550|648_NM_001031,RPS28|exonic;	NA	1	1	19	+	8386415	8386550	RPS28
ILMN_1655380	inclUTR	exome	3	1	chr15|-|43904688-43904707:43904988-43905018|114_NM_153700,STRC|exonic;	NA	1	1	15	-	43904688	43905018	STRC
ILMN_1703100	inclUTR	exome	3	2	chr17|+|60613532-60613581|130_NM_006852,TLK2|exonic;chr17|+|60613533-60613582|130_NM_001112707,TLK2|exonic;	NA	1	1	17	+	60613532	60613582	TLK2
ILMN_3254413	inclUTR	exome	3	3	chr3|-|42825916-42825964|911_NM_014056,HIGD1A|exonic;chr3|-|42825916-42825964|911_NM_001099669,HIGD1A|exonic;chr3|-|42825916-42825964|911_NM_001099668,HIGD1A|exonic;	NA	1	1	3	-	42825916	42825964	HIGD1A
ILMN_2098726	inclUTR	exome	3	1	chr16|-|70011108-70011157|1119_NR_003610,PDXDC2P|exonic;	NA	1	1	16	-	70011108	70011157	PDXDC2P
ILMN_2127936	inclUTR	exome	3	3	chr20|-|35280581-35280630|854_NM_032013,NDRG3|exonic;chr20|-|35280581-35280630|854_NM_022477,NDRG3|exonic;chr20|-|35280581-35280630|854_NR_038370,NDRG3|exonic;	NA	1	1	20	-	35280581	35280630	NDRG3
ILMN_3226392	inclUTR	exome	3	1	chr6|+|111345429-111345478|1434_NM_032194,RPF2|exonic;	NA	1	1	6	+	111345429	111345478	RPF2
ILMN_1787540	inclUTR	exome	3	5	chr13|+|57721704-57721750|1025_NM_001130406,PRR20D|exonic;chr13|+|57741413-57741459|1025_NM_001130405,PRR20C|exonic;chr13|+|57741413-57741459|1025_NM_001130404,PRR20B|exonic;chr13|+|57741413-57741459|1025_NM_198441,PRR20A|exonic;chr13|+|57741413-57741459|1025_NM_001130407,PRR20E|exonic;	NA	1	0					
ILMN_1775473	inclUTR	exome	3	1	chr4|+|152020807-152020856|1744_NM_001006,RPS3A|exonic;	NA	1	1	4	+	152020807	152020856	RPS3A
ILMN_3296793	inclUTR	exome	3	1	chr3|-|148890949-148890998|26_NM_000096,CP|exonic;	MAF=0.0141343,Name=chr3_148890992	1	1	3	-	148890949	148890998	CP
ILMN_1777286	inclUTR	exome	3	4	chr16|+|89628774-89628799:89629291-89629315|1268_NM_001243130,RPL13|exonic;chr16|+|89628773-89628799:89629291-89629314|1268_NM_001243131,RPL13|exonic;chr16|+|89628775-89628799:89629291-89629316|1268_NM_033251,RPL13|exonic;chr16|+|89628774-89628799:89629291-89629315|1268_NM_000977,RPL13|exonic;	NA	1	1	16	+	89628773	89629316	RPL13
ILMN_3244856	inclUTR	exome	3	1	chr8|-|7141639-7141688|639_NR_027000,LOC349196|exonic;	NA	1	1	8	-	7141639	7141688	LOC349196
ILMN_3213568	inclUTR	exome	3	5	chr13|+|53217225-53217274|123_NM_001011725,HNRNPA1L2|exonic;chr12|+|54676371-54676420|1002_NR_002944,HNRNPA1P10|exonic;chr12|+|54676371-54676420|1002_NM_031157,HNRNPA1|exonic;chr12|+|54676371-54676420|1002_NM_002136,HNRNPA1|exonic;chr13|+|53217224-53217273|123_NM_001011724,HNRNPA1L2|exonic;	MAF=0.393993,Name=chr13_53217270;MAF=0.393993,Name=chr13_53217270	1	0					
ILMN_3286350	inclUTR	exome	3	1	chrUn_gl000218|-|53410-53458|585_NR_027420,LOC389834|exonic;	NA	1	0					
ILMN_1814229	inclUTR	exome	3	2	chrX|+|152953815-152953864|218_NM_005629,SLC6A8|exonic;chrX|+|152953815-152953864|218_NM_001142805,SLC6A8|exonic;	NA	1	1	X	+	152953815	152953864	SLC6A8
ILMN_1671901	inclUTR	exome	3	2	chrX|+|70984471-70984497:70985073-70985096|1126_NM_001145140,CXorf49|exonic;chrX|+|70984471-70984497:70985073-70985096|1126_NM_001145139,CXorf49B|exonic;	NA	1	1	X	+	70984471	70985096	CXorf49,CXorf49B
ILMN_3188593	inclUTR	exome	3	1	chr9|-|86452342-86452394|155_NM_017576,KIF27|exonic;	NA	1	1	9	-	86452342	86452394	KIF27
ILMN_1675852	inclUTR	exome	3	1	chr14|+|35786568-35786617|107_NM_002791,PSMA6|exonic;	NA	1	1	14	+	35786568	35786617	PSMA6
ILMN_3201239	inclUTR	exome	3	3	chr10|-|13360185-13360234|85_NM_001195604,SEPHS1|exonic;chr10|-|13360185-13360234|85_NM_012247,SEPHS1|exonic;chr10|-|13360185-13360234|85_NM_001195602,SEPHS1|exonic;	NA	1	1	10	-	13360185	13360234	SEPHS1
ILMN_1741092	inclUTR	exome	3	2	chr15|+|30431887-30431936|817_NR_033933,LOC653075|exonic;chr15|+|23259822-23259871|762_NR_024074,GOLGA8IP|exonic;	NA	1	0					
ILMN_2411658	inclUTR	exome	3	2	chr10|-|100189646-100189646:100190327-100190376|1349_NM_182639,HPS1|exonic;chr10|-|100189636-100189646:100190327-100190366|1349_NM_000195,HPS1|exonic;	NA	1	1	10	-	100189636	100190376	HPS1
ILMN_3275771	inclUTR	exome	3	1	chr11|-|61732861-61732910|131_NM_002032,FTH1|exonic;	NA	1	1	11	-	61732861	61732910	FTH1
ILMN_2185576	inclUTR	exome	3	4	chr5|+|68888292-68888341|1110_NM_001098728,GTF2H2C|exonic;chr5|+|68888291-68888340|1110_NM_001042490,GTF2H2D|exonic;chr5|+|69743448-69743497|139_NR_033417,GTF2H2B|exonic;chr5|-|70331173-70331221|1121_NM_001515,GTF2H2|exonic;	NA	1	0					
ILMN_1716512	inclUTR	exome	3	1	chr17_gl000205_random|+|117628-117677|585_NR_003682,MGC70870|exonic;	NA	1	0					
ILMN_3237860	inclUTR	exome	3	2	chr7|+|64601706-64601755|134_NR_027393,INTS4L1|exonic;chr7|+|65112880-65112929|135_NR_027392,INTS4L2|exonic;	NA	1	0					
ILMN_3264308	inclUTR	exome	3	2	chr8|+|81430800-81430814:81431016-81431051|1206_NM_001105539,ZBTB10|exonic;chr8|+|81430800-81430814:81431016-81431051|1206_NM_023929,ZBTB10|exonic;	NA	1	1	8	+	81430800	81431051	ZBTB10
ILMN_1763269	inclUTR	exome	3	1	chr10|+|93624806-93624855|162_NM_025235,TNKS2|exonic;	NA	1	1	10	+	93624806	93624855	TNKS2
